pair_id,sent1_text,sent2_text,domain,group,avg
pair_1544,They are not greasy or anything.,"All their menu items are a hit, and they serve mimosas.",Restaurant,Same,2
pair_1545,Very poor customer service.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.75
pair_1546,Very poor customer service.,"As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,2.75
pair_1547,Very poor customer service.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,3
pair_1548,"As part of a small party of four, our food was dropped off without comment;","In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2
pair_1549,"As part of a small party of four, our food was dropped off without comment;",any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,2
pair_155,I can say that I am fully satisfied with the performance that the computer has supplied.,Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3
pair_1550,any further needs we may have had could not have been met since no one stopped by the table.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.333333333
pair_1551,– This place is famous for their breakfast.,The food is great and they make a mean bloody mary.,Restaurant,Same,2.75
pair_1552,– This place is famous for their breakfast.,I love breakfast here.,Restaurant,Same,3.666666667
pair_1553,The food is great and they make a mean bloody mary.,I love breakfast here.,Restaurant,Same,2.333333333
pair_1554,The food is great and they make a mean bloody mary.,"All their menu items are a hit, and they serve mimosas.",Restaurant,Same,3
pair_1555,"Even then, the order was not correct and we were still waiting for a couple items.",Very poor customer service.,Restaurant,Same,3
pair_1556,"Even then, the order was not correct and we were still waiting for a couple items.","In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.666666667
pair_1557,"Even then, the order was not correct and we were still waiting for a couple items.","As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,2.5
pair_1558,"Even then, the order was not correct and we were still waiting for a couple items.",any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,2.5
pair_1559,"Even then, the order was not correct and we were still waiting for a couple items.","When the bill came, he only took the discount off the food and not the drinks.",Restaurant,Same,2
pair_156,I should have known better.,I hope you don't make the same mistake...,Laptop,Same,2.333333333
pair_1560,"Even then, the order was not correct and we were still waiting for a couple items.",It was clear he didn’t really care.,Restaurant,Same,3
pair_1561,"When the bill came, he only took the discount off the food and not the drinks.",Very poor customer service.,Restaurant,Same,2.666666667
pair_1562,"When the bill came, he only took the discount off the food and not the drinks.","In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.333333333
pair_1563,"When the bill came, he only took the discount off the food and not the drinks.","As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,2.5
pair_1564,"When the bill came, he only took the discount off the food and not the drinks.",any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,1.666666667
pair_1565,"When the bill came, he only took the discount off the food and not the drinks.",It was clear he didn’t really care.,Restaurant,Same,2.5
pair_1566,It was clear he didn’t really care.,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",Restaurant,Same,2.333333333
pair_1567,It was clear he didn’t really care.,"As part of a small party of four, our food was dropped off without comment;",Restaurant,Same,3
pair_1568,It was clear he didn’t really care.,any further needs we may have had could not have been met since no one stopped by the table.,Restaurant,Same,3.25
pair_1569,The service is fantastic at this fun place.,The staff was really friendly.,Restaurant,Same,3.25
pair_157,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3
pair_1570,The service is fantastic at this fun place.,We waited for an hour to be seated.,Restaurant,Different,0.5
pair_1571,The service is fantastic at this fun place.,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",Restaurant,Same,3
pair_1572,The service is fantastic at this fun place.,Plan on waiting 30-70 minutes.,Restaurant,Different,1
pair_1573,The service is fantastic at this fun place.,#NAME?,Restaurant,Different,1
pair_1574,The service is fantastic at this fun place.,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,Restaurant,Different,1.75
pair_1575,The service is fantastic at this fun place.,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,Restaurant,Different,0.5
pair_1576,This is the case at this gem.,Worth the wait,Restaurant,Same,2.5
pair_1577,This is the case at this gem.,It was worth the wait.,Restaurant,Same,2
pair_1578,This is the case at this gem.,Will definitely be back.,Restaurant,Same,2.25
pair_1579,This is the case at this gem.,Not sure if I would go back.,Restaurant,Different,1.666666667
pair_158,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1
pair_1580,Worth the wait,Will definitely be back.,Restaurant,Same,2.666666667
pair_1581,The food is sinful.,"The specialty here is decadent pancakes, but I've been back now four times, and I've been wowed every time.",Restaurant,Same,1.75
pair_1582,The staff was really friendly.,We waited for an hour to be seated.,Restaurant,Different,1.333333333
pair_1583,The staff was really friendly.,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",Restaurant,Same,2.666666667
pair_1584,The staff was really friendly.,Plan on waiting 30-70 minutes.,Restaurant,Different,0.75
pair_1585,The staff was really friendly.,#NAME?,Restaurant,Different,1
pair_1586,We waited for an hour to be seated.,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",Restaurant,Different,0.25
pair_1587,We waited for an hour to be seated.,Plan on waiting 30-70 minutes.,Restaurant,Different,3.5
pair_1588,We waited for an hour to be seated.,#NAME?,Restaurant,Different,2.666666667
pair_1589,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",Plan on waiting 30-70 minutes.,Restaurant,Different,1
pair_159,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.75
pair_1590,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",#NAME?,Restaurant,Different,1
pair_1591,It was worth the wait.,Will definitely be back.,Restaurant,Same,3
pair_1592,Plan on waiting 30-70 minutes.,#NAME?,Restaurant,Same,2.75
pair_1593,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,The staff was really friendly.,Restaurant,Different,2
pair_1594,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,We waited for an hour to be seated.,Restaurant,Different,3.5
pair_1595,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,"The service was excellent, the coffee was good even by starbucks standards and the food was outstanding.",Restaurant,Different,1.2
pair_1596,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,Plan on waiting 30-70 minutes.,Restaurant,Same,2.666666667
pair_1597,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,#NAME?,Restaurant,Same,1.666666667
pair_1598,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,Restaurant,Different,2.5
pair_1599,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,The staff was really friendly.,Restaurant,Different,0.25
pair_16,"It takes less time to power up, and if you just close the case it go into sleep mode.",I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,2.333333333
pair_160,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,3
pair_1600,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,We waited for an hour to be seated.,Restaurant,Same,2.2
